"iso2c","iso3c","country","year","gdp_percap","life_expect","population","region","income"
"AG","ATG","Antigua and Barbuda",1992,12005.9867901622,72.006,64471,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1993,12682.4753470644,72.247,65777,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1994,13524.6702928867,72.489,67204,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2012,20672.9120615171,76.087,90409,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1996,13729.7575491138,72.977,70173,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2010,20134.8172469042,75.823,88028,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2011,19876.2153228796,75.956,89253,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2003,17059.1371627749,74.613,79300,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2004,18284.4676649436,74.821,80336,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2005,19784.9667887268,75.019,81465,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2006,22634.0010020186,75.204,82704,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2007,24994.5582233496,75.376,84026,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2008,25064.1017670334,75.535,85397,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2009,21852.2030821564,75.683,86746,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2014,21599.1991356695,76.349,92562,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2015,22422.029389552,76.483,93566,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1997,14416.1148700958,73.222,71704,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2013,20656.3815752968,76.218,91516,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1998,14951.180656014,73.465,73224,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1999,15423.994600741,73.705,74674,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2016,23670.3022557124,76.617,94527,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2017,24644.551883064,76.752,95426,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2002,15994.1761485754,74.395,78295,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2000,16526.9872159468,73.94,76016,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2001,15804.1215566343,74.171,77212,"Latin America & Caribbean","High income"
"AL","ALB","Albania",1998,3021.01473768125,73.208,3128530,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1997,2717.36212449434,72.838,3148281,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1991,1909.114038437,71.803,3266790,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1992,1823.30767260917,71.802,3247039,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1993,2057.44965661892,71.86,3227287,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1990,2549.47302184377,71.836,3286542,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1995,2665.76490612222,72.205,3187784,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1996,2980.06628849579,72.495,3168033,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1999,3471.65259162591,73.587,3108778,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1994,2289.87313531323,71.992,3207536,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2004,5422.7784619431,75.039,3026939,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2005,5865.30619612569,75.228,3011487,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2006,6559.78325677995,75.423,2992547,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2007,7276.30296869082,75.646,2970017,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2008,8228.37423890574,75.912,2947314,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2009,8814.81085605008,76.221,2927519,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2010,9628.02578340836,76.562,2913021,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2002,4661.37155341076,74.579,3051010,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2011,10207.7523472149,76.914,2905195,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2000,3861.334172426,73.955,3089027,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2001,4301.35279874992,74.288,3060173,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2013,10571.0106501214,77.554,2895092,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2003,4994.51880731917,74.828,3039616,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2017,12930.1400345966,78.333,2873457,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2012,10526.2354457688,77.252,2900401,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2014,11259.2258938162,77.813,2889104,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2015,11662.0304810353,78.025,2880703,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2016,11868.1789681017,78.194,2876101,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2010,6565.67866039471,73.331,2877319,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1991,2237.75272822563,67.87,3505258,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1992,1356.2107859941,67.99,3442817,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1993,1296.17849767762,68.218,3363108,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1990,2428.55895974308,67.879,3538171,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1995,1591.89484570242,68.938,3217348,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1996,1742.73411428108,69.404,3168221,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2011,7019.76774846004,73.572,2876538,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1994,1429.10238617097,68.538,3283667,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2003,3539.63026732939,72.348,3017932,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2004,4038.45507485388,72.513,3000720,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2005,4772.59004734909,72.626,2981269,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2006,5609.16896953225,72.716,2958307,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2007,6609.17182379203,72.815,2932618,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2008,7264.56119509849,72.946,2907618,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2009,6326.65796857486,73.118,2888092,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1997,1852.20010202549,69.912,3133089,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1998,2025.55542010645,70.434,3108687,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1999,2136.1215982606,70.944,3089022,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2000,2327.36252148918,71.409,3069591,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2001,2621.85436449338,71.8,3050687,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2002,3031.12188186261,72.112,3033978,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2014,8405.07365471642,74.273,2912403,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2015,8727.38544721151,74.467,2925553,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2016,8808.57271422555,74.64,2936146,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2017,9620.81849105517,74.797,2944809,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2013,8003.08776261057,74.056,2897584,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2012,7649.06153121851,73.82,2884229,"Europe & Central Asia","Upper middle income"
"AO","AGO","Angola",1991,3120.35614817504,45.271,12248901,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1992,2908.16079787681,45.23,12657366,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1990,3089.68336935438,45.306,11848386,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2008,6221.42337303299,53.243,21695634,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2009,6092.78324493601,54.311,22514281,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2006,5048.87644915894,51.143,20149901,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2007,5697.25132780177,52.177,20905363,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1999,3037.72117507804,46.093,15866869,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2000,3097.30729223305,46.522,16395473,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2001,3191.26632340776,47.059,16945753,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2002,3564.09602605902,47.702,17519417,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2003,3614.60727755068,48.44,18121479,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2004,3978.69719448204,49.263,18758145,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2005,4555.18584237212,50.165,19433602,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2010,6230.29702791298,55.35,23356246,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1993,2190.7681595904,45.201,13075049,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1994,2195.53228856477,45.201,13503747,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1995,2496.19949342652,45.246,13945206,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2014,7199.24547787972,58.776,26941779,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2011,6346.39512245023,56.33,24220661,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2012,6772.52833330165,57.236,25107931,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2013,6980.42303765629,58.054,26015780,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2015,7096.60061493129,59.398,27884381,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2016,6756.93507434352,59.925,28842484,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2017,6650.58493982441,60.379,29816748,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1996,2794.8969061564,45.35,14400719,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1997,2953.34270858672,45.519,14871570,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1998,3027.34179530886,45.763,15359601,"Sub-Saharan Africa","Lower middle income"
"AR","ARG","Argentina",1992,8942.56985334792,72.032,33529326,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1990,7380.11503118735,71.594,32618651,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1995,10225.1187125527,72.651,34828170,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1991,8210.64343215652,71.813,33079000,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1993,9777.21400454294,72.246,33970111,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1994,10435.9107722394,72.453,34402672,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1998,12255.6762580684,73.213,36063459,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1999,11878.7311737669,73.396,36467218,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2000,11916.5826088776,73.576,36870787,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2001,11514.6191069331,73.755,37275652,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2002,10310.1291162407,73.932,37681749,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2003,11307.7579844436,74.107,38087868,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2004,12527.8004962651,74.28,38491972,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1996,10857.4296683631,72.843,35246374,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",1997,11802.8425876097,73.029,35657429,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2005,13916.5305134683,74.451,38892931,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2006,15334.9368605146,74.62,39289878,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2014,20008.3206437718,75.913,42669500,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2015,20551.8331919861,76.068,43131966,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2012,19764.2250138718,75.598,41733271,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2013,20365.6133492316,75.756,42202935,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2010,18524.8567559266,75.278,40788453,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2007,16994.6959837683,74.787,39684295,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2016,20130.4080257097,76.221,43590368,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2017,20843.1550676442,76.372,44044811,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2011,19817.4504765479,75.439,41261490,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2008,17850.1301895326,74.952,40080160,"Latin America & Caribbean","High income"
"AR","ARG","Argentina",2009,16753.3948878684,75.116,40482788,"Latin America & Caribbean","High income"
"AS","ASM","American Samoa",2006,,,59107,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1990,,,47347,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2007,,,58365,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1992,,,49896,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2008,,,57492,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2009,,,56683,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1991,,,48685,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2000,,,57821,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2001,,,58494,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2002,,,59080,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2003,,,59504,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2004,,,59681,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2005,,,59562,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1993,,,51020,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1994,,,52095,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1995,,,53161,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1996,,,54211,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1997,,,55221,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1998,,,56171,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1999,,,57053,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2014,,,55791,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2015,,,55812,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2016,,,55741,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2017,,,55620,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2013,,,55713,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2010,,,56079,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2011,,,55759,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2012,,,55667,"East Asia & Pacific","Upper middle income"
"AT","AUT","Austria",1990,19442.312042665,75.5682926829269,7677850,"Europe & Central Asia","High income"
"AT","AUT","Austria",1991,20585.0193104127,75.6170731707317,7754891,"Europe & Central Asia","High income"
"AT","AUT","Austria",2005,35013.7140443423,79.3317073170732,8227829,"Europe & Central Asia","High income"
"AT","AUT","Austria",2006,37623.0757580996,79.8804878048781,8268641,"Europe & Central Asia","High income"
"AT","AUT","Austria",2007,39392.5405883999,80.1804878048781,8295487,"Europe & Central Asia","High income"
"AT","AUT","Austria",1999,27606.4830303088,77.8756097560976,7992324,"Europe & Central Asia","High income"
"AT","AUT","Austria",2000,29380.0660424793,78.1268292682927,8011566,"Europe & Central Asia","High income"
"AT","AUT","Austria",2001,29715.2222181289,78.5756097560976,8042293,"Europe & Central Asia","High income"
"AT","AUT","Austria",2002,31178.6933297272,78.6780487804878,8081957,"Europe & Central Asia","High income"
"AT","AUT","Austria",2003,32108.632547686,78.6317073170732,8121423,"Europe & Central Asia","High income"
"AT","AUT","Austria",2004,33743.0447084692,79.1804878048781,8171966,"Europe & Central Asia","High income"
"AT","AUT","Austria",2009,40926.5237645676,80.3317073170732,8343323,"Europe & Central Asia","High income"
"AT","AUT","Austria",1992,21259.6367506188,75.8170731707317,7840709,"Europe & Central Asia","High income"
"AT","AUT","Austria",1993,21698.3076736738,76.0682926829268,7905633,"Europe & Central Asia","High income"
"AT","AUT","Austria",2008,41316.225176699,80.4317073170732,8321496,"Europe & Central Asia","High income"
"AT","AUT","Austria",2013,47922.0491207455,81.1365853658537,8479823,"Europe & Central Asia","High income"
"AT","AUT","Austria",2010,42006.0468807427,80.5804878048781,8363404,"Europe & Central Asia","High income"
"AT","AUT","Austria",2011,44452.7327457999,80.9829268292683,8391643,"Europe & Central Asia","High income"
"AT","AUT","Austria",2012,46457.3457770311,80.9365853658537,8429991,"Europe & Central Asia","High income"
"AT","AUT","Austria",2017,53937.0663797317,81.6414634146342,8797566,"Europe & Central Asia","High income"
"AT","AUT","Austria",2014,48799.7154676985,81.490243902439,8546356,"Europe & Central Asia","High income"
"AT","AUT","Austria",2015,49879.2664728545,81.190243902439,8642699,"Europe & Central Asia","High income"
"AT","AUT","Austria",2016,51809.5136270202,81.6414634146342,8736668,"Europe & Central Asia","High income"
"AT","AUT","Austria",1994,22606.8296418745,76.419512195122,7936118,"Europe & Central Asia","High income"
"AT","AUT","Austria",1995,23660.4086083689,76.6682926829268,7948278,"Europe & Central Asia","High income"
"AT","AUT","Austria",1996,24529.2078275032,76.8707317073171,7959017,"Europe & Central Asia","High income"
"AT","AUT","Austria",1997,25424.0699288625,77.319512195122,7968041,"Europe & Central Asia","High income"
"AT","AUT","Austria",1998,26674.609548055,77.6707317073171,7976789,"Europe & Central Asia","High income"
"AU","AUS","Australia",1990,17329.7066136991,76.9946341463415,17065100,"East Asia & Pacific","High income"
"AU","AUS","Australia",1992,18189.3787417432,77.3780487804878,17495000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1993,19131.8418718459,77.8780487804878,17667000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1991,17790.9801413812,77.2756097560976,17284000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1997,22934.7860068545,78.4804878048781,18517000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1998,24196.7212783416,78.6317073170732,18711000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1999,25264.3643562136,78.9317073170732,18926000,"East Asia & Pacific","High income"
"AU","AUS","Australia",2000,26328.6736837152,79.2341463414634,19153000,"East Asia & Pacific","High income"
"AU","AUS","Australia",2001,27336.6826900614,79.6341463414634,19413000,"East Asia & Pacific","High income"
"AU","AUS","Australia",2002,28718.241079556,79.9365853658537,19651400,"East Asia & Pacific","High income"
"AU","AUS","Australia",2016,47305.8800224297,82.4487804878049,24190907,"East Asia & Pacific","High income"
"AU","AUS","Australia",2017,49628.8118138792,82.4975609756098,24601860,"East Asia & Pacific","High income"
"AU","AUS","Australia",2004,31327.3774922975,80.490243902439,20127400,"East Asia & Pacific","High income"
"AU","AUS","Australia",2005,32575.0692539649,80.8414634146341,20394800,"East Asia & Pacific","High income"
