"iso2c","iso3c","country","year","gdp_percap","life_expect","population","co2_percap","region","income"
"AE","ARE","United Arab Emirates",2014,67360.3474463876,76.948,9070867,23.3020225078816,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2015,70887.3907270642,77.101,9154302,,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2016,73017.480009563,77.256,9269612,,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2001,80029.0284384246,74.487,3326032,30.4911534224565,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2002,78934.6355195564,74.73,3507232,24.1512489051195,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2003,82099.8058045712,74.968,3741932,28.5525530661701,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",1993,68690.589077969,72.401,2207405,29.8904510046865,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2006,80841.0495149973,75.632,5242032,23.6310894324949,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",1997,79158.208181542,73.473,2700010,15.4244313909948,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",1994,71084.6420094548,72.674,2328686,31.4043975873089,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",1995,73622.3664005566,72.943,2448820,28.8469907955668,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",1996,75543.4955914706,73.21,2571020,15.9700815240644,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2005,81736.4769237892,75.422,4579562,25.3623726461177,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",1998,76345.0408215982,73.732,2838145,28.7143215022488,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",1999,75758.5673469164,73.987,2988162,26.2284277090733,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2000,81351.36413921,74.239,3154925,35.6782592296172,"Middle East & North Africa","High income"
"AE","ARE","United Arab Emirates",2004,84604.3423041722,75.2,4087931,27.7012080194113,"Middle East & North Africa","High income"
"AF","AFG","Afghanistan",1994,,52.539,16172719,0.0800391696659047,"South Asia","Low income"
"AF","AFG","Afghanistan",1991,,50.627,12993657,0.187672723698956,"South Asia","Low income"
"AF","AFG","Afghanistan",1992,,51.331,13981231,0.0996664742897102,"South Asia","Low income"
"AF","AFG","Afghanistan",1990,,49.856,12249114,0.213449805430825,"South Asia","Low income"
"AF","AFG","Afghanistan",2007,1210.4792652894,59.694,26616792,0.0854175063621491,"South Asia","Low income"
"AF","AFG","Afghanistan",1995,,53.055,17099541,0.0726986180506249,"South Asia","Low income"
"AF","AFG","Afghanistan",1996,,53.533,17822884,0.066044698489874,"South Asia","Low income"
"AF","AFG","Afghanistan",1997,,53.997,18381605,0.0596483821733739,"South Asia","Low income"
"AF","AFG","Afghanistan",1998,,54.468,18863999,0.0552071700173436,"South Asia","Low income"
"AF","AFG","Afghanistan",1999,,54.959,19403676,0.0423325971841624,"South Asia","Low income"
"AF","AFG","Afghanistan",2000,,55.482,20093756,0.0385063399794444,"South Asia","Low income"
"AF","AFG","Afghanistan",2001,,56.044,20966463,0.0390023343469998,"South Asia","Low income"
"AF","AFG","Afghanistan",2002,875.517610447298,56.637,21979923,0.0487155482755786,"South Asia","Low income"
"AF","AFG","Afghanistan",2003,922.829449153001,57.25,23064851,0.0518295999397525,"South Asia","Low income"
"AF","AFG","Afghanistan",2004,916.334474798349,57.875,24118979,0.0393778277264556,"South Asia","Low income"
"AF","AFG","Afghanistan",2005,1011.59552439759,58.5,25070798,0.0529482148912851,"South Asia","Low income"
"AF","AFG","Afghanistan",1993,,51.968,15095099,0.0891540360218903,"South Asia","Low income"
"AF","AFG","Afghanistan",2010,1581.60083598967,61.226,28803167,0.293836993688923,"South Asia","Low income"
"AF","AFG","Afghanistan",2011,1660.73985617959,61.666,29708599,0.412016938260872,"South Asia","Low income"
"AF","AFG","Afghanistan",2008,1247.06614429099,60.243,27294031,0.154101422395248,"South Asia","Low income"
"AF","AFG","Afghanistan",2009,1482.09883711417,60.754,28004331,0.241722682109421,"South Asia","Low income"
"AF","AFG","Afghanistan",2014,1937.23536529999,62.895,32758020,0.299444990875517,"South Asia","Low income"
"AF","AFG","Afghanistan",2015,1926.3573363363,63.288,33736494,,"South Asia","Low income"
"AF","AFG","Afghanistan",2012,1873.15394552307,62.086,30696958,0.350370580694022,"South Asia","Low income"
"AF","AFG","Afghanistan",2013,1913.16064354474,62.494,31731688,0.315601773217989,"South Asia","Low income"
"AF","AFG","Afghanistan",2006,1065.61966514703,59.11,25893450,0.0637284718722302,"South Asia","Low income"
"AF","AFG","Afghanistan",2016,1944.11700479836,63.673,34656032,,"South Asia","Low income"
"AG","ATG","Antigua and Barbuda",1996,12693.7232124048,72.663,75628,3.87898661871265,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2006,20747.3756401227,74.727,90301,4.91364436717201,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1995,12012.9069536524,72.44,73619,3.73578831551637,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1994,12629.8189470391,72.218,71719,3.73249766449616,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2008,23162.685755127,75.078,92478,5.1945003135881,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1997,13247.5745358715,72.887,77739,3.96233550727434,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1998,13653.9821099635,73.108,79851,3.99530375324041,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1999,14029.0870862791,73.327,81831,4.03306815265608,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2000,14987.4111579957,73.541,83584,4.1239710949464,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2001,14317.2387466327,73.752,85057,4.09566525976698,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2002,14480.0801841251,73.957,86266,4.29331370412445,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2003,15479.2220822028,74.158,87293,4.62087452602156,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2004,16633.544654479,74.354,88257,4.77814790894773,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2005,18065.8052304131,74.544,89253,4.80699808409801,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1990,10587.5934085171,71.351,66696,4.23352225020991,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1991,11076.679699342,71.567,67307,3.97716433654746,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2007,22996.7058336582,74.905,91381,5.13647257088454,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1993,11887.9024355661,71.999,69938,3.87997941033487,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2009,20271.086351499,75.247,93581,5.44675735459121,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2010,18824.073146248,75.412,94661,5.53956750932274,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2011,18605.3167543472,75.574,95719,5.36340747396024,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2012,19398.0594771818,75.733,96777,5.41844653171725,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2013,19480.1025975588,75.892,97824,5.36045346745175,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2014,20619.871374785,76.05,98875,5.37764854614412,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2015,21462.2869423222,76.207,99923,,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",2016,22661.4885361636,76.364,100963,,"Latin America & Caribbean","High income"
"AG","ATG","Antigua and Barbuda",1992,11272.8253203624,71.783,68427,3.85847691700644,"Latin America & Caribbean","High income"
"AL","ALB","Albania",1990,2722.28034358589,71.836,3286542,1.67810665434977,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1991,1992.56052815317,71.803,3266790,1.31221260013653,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1992,1902.75127995123,71.802,3247039,0.774724910911141,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2008,8228.33710618171,75.943,2947314,1.48431113888781,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2009,8813.25200258571,76.281,2927519,1.49560019934969,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2010,9637.3453676511,76.652,2913021,1.57857358391855,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2011,10207.7646993323,77.031,2905195,1.80371472482914,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2012,10526.241215339,77.389,2900401,1.692908325435,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2013,10570.9529979079,77.702,2895092,1.74921107861166,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2014,11259.2645003792,77.963,2889104,1.97876331208568,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2015,11334.2209323295,78.174,2880703,,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2016,11559.3008437783,78.345,2876101,,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2002,4754.65369689757,74.575,3051010,1.22954070946998,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2003,5114.72169545235,74.82,3039616,1.4126971959616,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2004,5522.98213441617,75.028,3026939,1.37621273504355,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1993,2148.09995433357,71.86,3227287,0.723790291969695,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1994,2390.5310208385,71.992,3207536,0.600203707768206,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2007,7291.23975121019,75.656,2970017,1.32233485532238,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1995,2782.09373440791,72.205,3187784,0.654537133005248,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1996,3109.94334713626,72.495,3168033,0.636625312930768,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1997,2838.04492009684,72.838,3148281,0.490365059535664,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1998,3209.61537164497,73.208,3128530,0.560271437384331,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1999,3690.68298060151,73.588,3108778,0.960164411868586,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2000,4029.01697070654,73.955,3089027,0.978174680894664,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2001,4457.11163824546,74.286,3060173,1.05330417594038,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2006,6631.83568738577,75.418,2992547,1.30257636722163,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2005,5942.88400909312,75.217,3011487,1.41249821101668,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",1991,2227.66945587397,67.87,3505251,,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1992,1350.10825140973,67.99,3442810,1.69247300896651,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1990,2418.86092636919,67.879,3538165,,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2005,4769.48900409301,72.625,2981259,1.46003047705684,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1993,1290.47311470913,68.218,3363098,0.759983503305583,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1994,1422.70977557333,68.538,3283660,0.824155363222745,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1995,1584.60046971304,68.938,3217342,1.05997745965458,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1996,1734.65530236428,69.404,3168215,0.809046418882557,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1997,1843.37854477079,69.912,3133086,1.03230297540508,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1998,2015.10557483509,70.434,3108684,1.08169212438447,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1999,2126.91516905879,70.944,3089017,0.975803629439398,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2000,2318.23807343875,71.409,3069588,1.12891860406022,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2001,2613.78456721754,71.8,3050655,1.16116768366138,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2002,3020.45398677045,72.112,3033897,1.00320149299729,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2003,3531.9686429486,72.347,3017806,1.13613830710125,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2004,4031.94720413531,72.512,3000612,1.21475152402243,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2016,8832.76343477124,74.618,2924816,,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2008,7260.96875587368,72.946,2908220,1.91153764158145,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2009,6323.57833605451,73.119,2888584,1.5094118779305,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2006,5607.6458691567,72.715,2958500,1.48117796180497,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2007,6605.21669618151,72.815,2933056,1.72657017117982,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2012,7649.49140943212,73.814,2881922,1.97606007379797,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2013,7997.38712848925,74.044,2893509,1.89971173409172,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2010,6567.25858179835,73.331,2877311,1.46562189488728,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2011,7022.10394338388,73.571,2875581,1.71007076482979,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2014,8397.09917770072,74.255,2906220,1.9027589101995,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2015,8727.55832544865,74.445,2916950,,"Europe & Central Asia","Lower middle income"
"AO","AGO","Angola",1994,1578.44019323121,42.677,13841301,0.281092579375306,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1995,1797.52252456481,43.125,14268994,0.769173425961214,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1993,1574.90977920575,42.329,13403734,0.430889258172387,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1991,2243.54609643392,41.855,12553446,0.405450105094649,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1992,2091.59016394568,42.06,12968345,0.400678652518884,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1996,2019.7446171178,43.695,14682284,0.71230634143843,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1997,2144.35083043833,44.385,15088981,0.489209377359545,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1998,2208.51755904358,45.192,15504318,0.471373910158447,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1999,2227.24094072851,46.105,15949766,0.574083594706029,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2000,2277.37461138374,47.113,16440924,0.580352661444089,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2001,2349.73159560635,48.2,16983266,0.573047492749628,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2002,2620.88472318679,49.341,17572649,0.720768849363576,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2003,2698.04428458828,50.508,18203369,0.49797507263628,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2004,2948.77024821525,51.676,18865716,0.99616547816155,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2005,3550.72028414685,52.833,19552542,0.979740025619175,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2006,4202.20848390361,53.974,20262399,1.09888389819981,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1990,2217.43838007191,41.696,12171441,0.420284253935093,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2007,5128.35344973549,55.096,20997687,1.19784398157759,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2008,5743.09888126617,56.189,21759420,1.18152675944487,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2009,5718.68552313564,57.231,22549547,1.23249451530002,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2010,5778.38080340779,58.192,23369131,1.24340558491456,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2011,5911.25409210655,59.042,24218565,1.2527892548547,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2012,6110.42339175039,59.77,25096150,1.33084301775372,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2013,6403.76755557708,60.373,25998340,1.25461721786853,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2014,6591.53881963735,60.858,26920466,1.29132831504477,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2015,6631.61869398451,61.241,27859305,,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2016,6440.99024209186,61.547,28813463,,"Sub-Saharan Africa","Lower middle income"
"AR","ARG","Argentina",1990,6990.5540452718,71.565,32729739,3.42648198325077,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1991,8024.5923535332,71.79,33193918,3.5277038100775,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1992,9061.6455871977,72.023,33655151,3.60574911697767,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1993,9693.96727918434,72.256,34110917,3.45716454940218,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2009,16618.1208523782,75.431,40799407,4.41088989357125,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2010,18333.5436985461,75.595,41223889,4.55849961171786,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2011,19629.3518451916,75.761,41656879,4.60029069868628,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2012,19579.0064837139,75.926,42096739,4.56938367601348,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2013,20161.4968324254,76.089,42539925,4.46290375453177,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2014,19802.1000113587,76.252,42981515,4.74679745467325,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2015,20356.9155095569,76.415,43417765,,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2016,20042.5400197144,76.577,43847430,,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2001,11419.0588662652,74.039,37471509,3.56859986610094,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2002,10217.2730997834,74.236,37889370,3.2915477348924,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2003,11217.5719276888,74.424,38309379,3.52558427010785,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2004,12430.7137249452,74.603,38728696,4.06905837986386,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2007,16865.5447595212,75.105,39970224,4.38266888371704,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2008,17711.4417867571,75.268,40382389,4.68291239530182,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1994,10342.4762422745,72.489,34558115,3.54209501878213,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1995,10129.7777926836,72.719,34994814,3.65664558182821,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1996,10754.198418916,72.947,35419682,3.8114572852461,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1997,11688.7464014871,73.173,35833969,3.85120269540893,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1998,12132.5103928877,73.397,36241590,3.85787091570762,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1999,11769.1499747988,73.618,36648068,4.01069876316536,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2000,11810.0613643332,73.832,37057452,3.83557366545331,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2005,13817.7140737884,74.775,39145488,4.14123681380597,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2006,15227.5124961234,74.941,39558890,4.43482145227027,"Latin America & Caribbean","Upper middle income"
"AS","ASM","American Samoa",1992,,,49593,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1993,,,50720,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1990,,,47038,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1991,,,48375,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1995,,,52868,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1996,,,53929,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1997,,,54941,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1998,,,55901,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1999,,,56770,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2000,,,57521,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2001,,,58175,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2002,,,58731,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2003,,,59117,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2004,,,59264,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2005,,,59118,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2006,,,58650,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1994,,,51803,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2011,,,55320,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2008,,,57030,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2009,,,56227,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2010,,,55637,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2015,,,55537,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2012,,,55230,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2013,,,55307,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2014,,,55437,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2007,,,57903,,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2016,,,55599,,"East Asia & Pacific","Upper middle income"
"AT","AUT","Austria",2005,35013.7140443423,79.3317073170732,8227829,9.02016959759373,"Europe & Central Asia","High income"
"AT","AUT","Austria",2006,37627.9709197097,79.8804878048781,8268641,8.72729787156076,"Europe & Central Asia","High income"
"AT","AUT","Austria",1995,23658.7710808346,76.6682926829268,7948278,7.52151610701085,"Europe & Central Asia","High income"
"AT","AUT","Austria",1994,22607.7419016545,76.419512195122,7936118,7.18926470095329,"Europe & Central Asia","High income"
"AT","AUT","Austria",1996,24523.8834591077,76.8707317073171,7959017,7.9380082992661,"Europe & Central Asia","High income"
"AT","AUT","Austria",1997,25412.3675952472,77.319512195122,7968041,7.86366799568426,"Europe & Central Asia","High income"
"AT","AUT","Austria",1998,26652.8315743635,77.6707317073171,7976789,7.98100426123845,"Europe & Central Asia","High income"
"AT","AUT","Austria",1999,27606.4830303088,77.8756097560976,7992324,7.74113061482493,"Europe & Central Asia","High income"
"AT","AUT","Austria",2000,29375.4047955407,78.1268292682927,8011566,7.77425973898237,"Europe & Central Asia","High income"
"AT","AUT","Austria",2001,29739.9415290309,78.5756097560976,8042293,8.19276989783884,"Europe & Central Asia","High income"
"AT","AUT","Austria",2002,31178.6933297272,78.6780487804878,8081957,8.29911579584004,"Europe & Central Asia","High income"
"AT","AUT","Austria",2003,32106.4660049647,78.6317073170732,8121423,8.8895623340885,"Europe & Central Asia","High income"
"AT","AUT","Austria",2004,33755.1429267927,79.1804878048781,8171966,8.85836370342216,"Europe & Central Asia","High income"
