"iso2c","iso3c","country","year","gdp_percap","life_expect","population","region","income"
"AF","AFG","Afghanistan",2015,1864.97364128946,63.2981951219512,33736494,"South Asia","Low income"
"AF","AFG","Afghanistan",2011,1660.73985617959,61.674243902439,29708599,"South Asia","Low income"
"AF","AFG","Afghanistan",1991,,50.627756097561,12993657,"South Asia","Low income"
"AF","AFG","Afghanistan",2001,,56.0607073170732,20966463,"South Asia","Low income"
"AF","AFG","Afghanistan",2002,875.517610447298,56.6535365853659,21979923,"South Asia","Low income"
"AF","AFG","Afghanistan",1990,,49.8578048780488,12249114,"South Asia","Low income"
"AF","AFG","Afghanistan",1992,,51.332756097561,13981231,"South Asia","Low income"
"AF","AFG","Afghanistan",2006,1065.61966514703,59.1259512195122,25893450,"South Asia","Low income"
"AF","AFG","Afghanistan",2005,1011.59552439759,58.5155853658537,25070798,"South Asia","Low income"
"AG","ATG","Antigua and Barbuda",1993,11887.9024355661,71.8658536585366,69938,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2007,22996.7058021285,74.8047317073171,91381,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1992,11272.8253203624,71.6347073170732,68427,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2006,20747.3755869909,74.6191463414634,90301,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2014,20618.9957518542,75.9240975609756,98875,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1991,11076.679699342,71.4005853658537,67307,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1994,12629.8189470391,72.093,71719,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2013,19480.1025975588,75.7736585365854,97824,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1995,12012.9069536524,72.3176829268293,73619,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2015,21503.9525507046,76.0756341463415,99923,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2005,18065.8050265153,74.4254390243903,89253,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2002,14480.0799360888,73.8154390243902,86266,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2012,19398.0594771818,75.6218048780488,96777,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1996,12693.7232124048,72.5388536585366,75628,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1990,10587.5934085171,71.1629512195122,66696,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2008,23162.685755127,74.9821951219512,92478,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2011,18605.3167543472,75.4695365853659,95719,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2010,18824.073146248,75.3132926829268,94661,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2003,15479.2218075135,74.0217804878049,87293,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2001,14317.2385158507,73.6070975609756,85057,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2009,20271.086351499,75.1515365853659,93581,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1999,14029.0870862791,73.1860243902439,81831,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2004,16633.544406723,74.2261463414634,88257,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",2000,14987.4110274292,73.3972926829268,83584,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1997,13247.5745358715,72.7575609756098,77739,"Latin America & Caribbean","Upper middle income"
"AG","ATG","Antigua and Barbuda",1998,13653.9821099635,72.9737804878049,79851,"Latin America & Caribbean","Upper middle income"
"AL","ALB","Albania",2002,4754.67585643877,74.6706585365854,3051010,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2001,4463.63298574571,74.3629268292683,3060173,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2013,10580.5115044652,77.7470975609756,2895092,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1999,3690.6887286804,73.6355365853659,3108778,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1990,2721.61521196936,71.9587804878049,3286542,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2014,11332.5065407381,77.9983902439024,2889104,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2000,4026.53742165438,74.0140243902439,3089027,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1991,1992.07368813749,71.9262682926829,3266790,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2012,10526.248327766,77.4482682926829,2900401,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2010,9646.61572668359,76.7479024390244,2913021,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2015,11449.0945887246,78.2031463414634,2880703,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1998,3208.95777292087,73.2506341463415,3128530,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1993,2147.57511154929,71.9648048780488,3227287,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1996,3109.18349826519,72.5514878048781,3168033,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2004,5524.92166084436,75.1570975609756,3026939,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2003,5114.78477868487,74.9347073170732,3039616,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1997,2837.35150385485,72.8839512195122,3148281,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1992,1902.28638292558,71.9179756097561,3247039,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2009,8823.80298377688,76.3948780487805,2927519,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2005,5942.87008309141,75.3570243902439,3011487,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1994,2389.94694515136,72.0807317073171,3207536,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2011,10207.7006744902,77.1084634146342,2905195,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",1995,2781.41398865458,72.2762682926829,3187784,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2007,7289.63236647454,75.7949268292683,2970017,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2006,6634.77922229419,75.561243902439,2992547,"Europe & Central Asia","Upper middle income"
"AL","ALB","Albania",2008,8228.35742830833,76.0726585365854,2947314,"Europe & Central Asia","Upper middle income"
"AM","ARM","Armenia",2000,2318.23807343875,71.1996585365854,3069588,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2001,2613.78456721754,71.5819756097561,3050655,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2005,4769.48900409301,72.3987804878049,2981259,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1991,2227.66945587397,67.7426829268293,3505251,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2004,4031.94720413531,72.2847317073171,3000612,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2002,3020.45398677045,71.8883902439024,3033897,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1994,1422.70977557333,68.3986097560976,3283660,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1990,2418.86092636919,67.7487804878049,3538165,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2014,8396.7425948463,74.0195853658537,2906220,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1999,2126.91516905879,70.7453414634146,3089017,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2013,7997.38712848925,73.8119268292683,2893509,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2003,3531.9686429486,72.1209756097561,3017806,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1992,1350.10825140973,67.8626097560976,3442810,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1993,1290.47311470913,68.0856585365854,3363098,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2010,6567.25858179835,73.1092926829268,2877311,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2008,7260.96875587368,72.7259024390244,2908220,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1995,1584.60046971304,68.789512195122,3217342,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2011,7022.10394338388,73.3459756097561,2875581,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2015,8744.50148850948,74.2061951219512,2916950,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1997,1843.37854477079,69.7388536585366,3133086,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2007,6605.21669618151,72.593243902439,2933056,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2009,6323.57833605451,72.898756097561,2888584,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2006,5607.6458691567,72.491243902439,2958500,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",2012,7649.49140943212,73.5862195121951,2881922,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1998,2015.10557483509,70.2481707317073,3108684,"Europe & Central Asia","Lower middle income"
"AM","ARM","Armenia",1996,1734.65530236428,69.2431219512195,3168215,"Europe & Central Asia","Lower middle income"
"AO","AGO","Angola",1993,1932.80403070552,42.3030975609756,13403734,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1991,2811.28712551309,41.8284634146342,12553446,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1994,1978.43803181514,42.6502926829268,13841301,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2007,5128.36125339137,55.047512195122,20997687,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2003,2715.9434412314,50.4661219512195,18203369,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1992,2591.3262764243,42.0346585365854,12968345,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2004,2985.59858539211,51.6328536585366,18865716,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1995,2162.91720334849,43.0981219512195,14268994,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1990,2840.20076315583,41.6694878048781,12171441,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2005,3516.40265774144,52.7877073170732,19552542,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2006,4222.66303265405,53.9271219512195,20262399,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2012,6109.13661230635,59.7184390243903,25096150,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1997,2541.71249753358,44.3551463414634,15088981,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2001,2870.03671445479,48.1626341463415,16983266,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2008,5743.11004757119,56.1392926829268,21759420,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2015,6648.12401629126,61.1893414634146,27859305,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1996,2380.13283783075,43.6659512195122,14682284,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2013,6400.6733758948,60.321756097561,25998340,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2000,2781.25814006965,47.076756097561,16440924,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2011,5911.25433387322,58.991243902439,24218565,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1999,2721.1555587273,46.0707804878049,15949766,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2014,6594.39782555733,60.8067317073171,26920466,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2009,5718.69440789557,57.181,22549547,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2002,2620.88901186581,49.3015609756098,17572649,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",1998,2670.6200295541,45.1595853658537,15504318,"Sub-Saharan Africa","Lower middle income"
"AO","AGO","Angola",2010,5775.864013056,58.1411219512195,23369131,"Sub-Saharan Africa","Lower middle income"
"AR","ARG","Argentina",2012,19579.0064837139,75.814756097561,42096739,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2009,16618.1208523782,75.3310975609756,40799407,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1993,9693.96727918434,72.2156585365854,34110917,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1994,10342.4762422745,72.4413902439024,34558115,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2010,18333.5436985461,75.4920243902439,41223889,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2011,19629.3518451916,75.6535609756098,41656879,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1992,9061.6455871977,71.9889512195122,33655151,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2005,13817.7140737884,74.6883170731707,39145488,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2007,16865.5447595212,75.0115609756098,39970224,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2008,17711.4417867571,75.1712926829268,40382389,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1996,10754.198418916,72.8873414634146,35419682,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1995,10129.7777926836,72.6651219512195,34994814,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1998,12132.5103928877,73.3276829268293,36241590,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1991,8024.5923535332,71.7632926829268,33193918,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2006,15227.5124961234,74.8514146341464,39558890,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2000,11810.0613643332,73.7558048780488,37057452,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2003,11217.5719276888,74.3412682926829,38309379,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2013,20161.4968324254,75.9745609756098,42539925,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1990,6990.5540452718,71.5436585365854,32729739,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2004,12430.7137249452,74.5187804878049,38728696,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2002,10217.2730997834,74.1557804878049,37889370,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2015,20379.7798541547,76.2930243902439,43417765,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2001,11419.0588662652,73.9603170731707,37471509,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1997,11688.7464014871,73.1080487804878,35833969,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",1999,11769.1499747988,73.5442682926829,36648068,"Latin America & Caribbean","Upper middle income"
"AR","ARG","Argentina",2014,19801.2591150925,76.134,42981515,"Latin America & Caribbean","Upper middle income"
"AS","ASM","American Samoa",1997,,,54941,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1998,,,55901,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2015,,,55537,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2007,,,57903,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2008,,,57030,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1996,,,53929,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1993,,,50720,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2006,,,58650,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2013,,,55307,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1994,,,51803,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1999,,,56770,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2005,,,59118,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2010,,,55637,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2009,,,56227,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1992,,,49593,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2004,,,59264,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2012,,,55230,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1991,,,48375,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2002,,,58731,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2000,,,57521,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2014,,,55437,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2003,,,59117,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1995,,,52868,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",1990,,,47038,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2001,,,58175,"East Asia & Pacific","Upper middle income"
"AS","ASM","American Samoa",2011,,,55320,"East Asia & Pacific","Upper middle income"
"AT","AUT","Austria",1992,21247.4512065618,75.8170731707317,7840709,"Europe & Central Asia","High income"
"AT","AUT","Austria",1990,19441.0672323817,75.5682926829269,7677850,"Europe & Central Asia","High income"
"AT","AUT","Austria",2004,33766.9037917499,79.1804878048781,8171966,"Europe & Central Asia","High income"
"AT","AUT","Austria",1991,20573.0820668501,75.6170731707317,7754891,"Europe & Central Asia","High income"
"AT","AUT","Austria",2003,32106.7548604345,78.6317073170732,8121423,"Europe & Central Asia","High income"
"AT","AUT","Austria",2007,39377.043844955,80.1804878048781,8295487,"Europe & Central Asia","High income"
"AT","AUT","Austria",1993,21687.997042266,76.0682926829268,7905633,"Europe & Central Asia","High income"
"AT","AUT","Austria",1994,22594.4733773446,76.419512195122,7936118,"Europe & Central Asia","High income"
"AT","AUT","Austria",2002,31178.6933297272,78.6780487804878,8081957,"Europe & Central Asia","High income"
"AT","AUT","Austria",2005,35013.7140443423,79.3317073170732,8227829,"Europe & Central Asia","High income"
"AT","AUT","Austria",2010,42087.247388195,80.5804878048781,8363404,"Europe & Central Asia","High income"
"AT","AUT","Austria",2011,44452.7327457999,80.9829268292683,8391643,"Europe & Central Asia","High income"
"AT","AUT","Austria",2006,37644.7640059315,79.8804878048781,8268641,"Europe & Central Asia","High income"
"AT","AUT","Austria",2014,49005.1645963298,81.490243902439,8541575,"Europe & Central Asia","High income"
"AT","AUT","Austria",2000,29357.4857251925,78.1268292682927,8011566,"Europe & Central Asia","High income"
"AT","AUT","Austria",1995,23644.8989851456,76.6682926829268,7948278,"Europe & Central Asia","High income"
"AT","AUT","Austria",2001,29783.4207395811,78.5756097560976,8042293,"Europe & Central Asia","High income"
"AT","AUT","Austria",2015,50087.7317434842,81.8439024390244,8633169,"Europe & Central Asia","High income"
"AT","AUT","Austria",1999,27606.4830303088,77.8756097560976,7992324,"Europe & Central Asia","High income"
"AT","AUT","Austria",2013,47924.5810382519,81.1365853658537,8479375,"Europe & Central Asia","High income"
"AT","AUT","Austria",2008,41316.225176699,80.4317073170732,8321496,"Europe & Central Asia","High income"
"AT","AUT","Austria",1998,26647.4647560566,77.6707317073171,7976789,"Europe & Central Asia","High income"
"AT","AUT","Austria",2012,46457.3457770311,80.9365853658537,8429991,"Europe & Central Asia","High income"
"AT","AUT","Austria",1996,24530.4671294396,76.8707317073171,7959017,"Europe & Central Asia","High income"
"AT","AUT","Austria",2009,40968.3391940296,80.3317073170732,8343323,"Europe & Central Asia","High income"
"AT","AUT","Austria",1997,25406.3433236309,77.319512195122,7968041,"Europe & Central Asia","High income"
"AU","AUS","Australia",2008,37506.9068217268,81.3951219512195,21249200,"East Asia & Pacific","High income"
"AU","AUS","Australia",1991,17830.0370540808,77.2756097560976,17284000,"East Asia & Pacific","High income"
"AU","AUS","Australia",2009,40282.3137195242,81.5439024390244,21691700,"East Asia & Pacific","High income"
"AU","AUS","Australia",2007,36596.0084093864,81.2926829268293,20827600,"East Asia & Pacific","High income"
"AU","AUS","Australia",1995,21005.2023954581,77.8292682926829,18072000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1992,18232.5579217504,77.3780487804878,17495000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1993,19183.8991168306,77.8780487804878,17667000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1997,23020.7433860052,78.4804878048781,18517000,"East Asia & Pacific","High income"
"AU","AUS","Australia",2014,46446.0272419404,82.3,23460694,"East Asia & Pacific","High income"
"AU","AUS","Australia",1996,22075.3678341251,78.0780487804878,18311000,"East Asia & Pacific","High income"
"AU","AUS","Australia",2006,34356.7664052559,81.0414634146342,20697900,"East Asia & Pacific","High income"
"AU","AUS","Australia",2000,26406.1309508989,79.2341463414634,19153000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1998,24246.1466850029,78.6317073170732,18711000,"East Asia & Pacific","High income"
"AU","AUS","Australia",1990,17373.7682260749,76.9946341463415,17065100,"East Asia & Pacific","High income"
"AU","AUS","Australia",1994,20113.5624885687,77.8780487804878,17855000,"East Asia & Pacific","High income"
