unique_transaction_id,transaction_status,fyq,cfda_program_num,sai_number,account_title,recipient_name,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_zip,recipient_type,action_type,agency_code,federal_award_id,federal_award_mod,fed_funding_amount,non_fed_funding_amount,total_funding_amount,obligation_action_date,starting_date,ending_date,assistance_type,record_type,correction_late_ind,fyq_correction,principal_place_code,principal_place_state,principal_place_cc,principal_place_country_code,principal_place_zip,principal_place_cd,cfda_program_title,agency_name,project_description,duns_no,duns_conf_code,progsrc_agen_code,progsrc_acnt_code,progsrc_subacnt_code,receip_addr1,receip_addr2,receip_addr3,face_loan_guran,orig_sub_guran,fiscal_year,principal_place_state_code,recip_cat_type,asst_cat_type,recipient_cd,maj_agency_cat,rec_flag,recipient_country_code,uri,recipient_state_code,exec1_fullname,exec1_amount,exec2_fullname,exec2_amount,exec3_fullname,exec3_amount,exec4_fullname,exec4_amount,exec5_fullname,exec5_amount,last_modified_date
c8a89b6b7b04f9503b01600501d72d1d,active,,47.070,SAI EXEMPT,Research and Related Activities,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,Berkeley,001,Alameda,947045940,06: State controlled institution of higher education,A: New assistance action,4900: NATIONAL SCIENCE FOUNDATION,1330843,000,44999.00,.00,.00,09/11/2013,09/01/2013,08/31/2017,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,USA,947201776,CA13,Computer and Information Science and Engineering,NATIONAL SCIENCE FOUNDATION,BSF:2012338:Shortest Paths: Upper and lower bounds,124726725,,49,0100,,Sponsored Projects Office,"2150 Shattuck Avenue, Room 313",,.00,.00,2013,CA,h: Higher Education,g,CA13,4900: NATIONAL SCIENCE FOUNDATION,NON,USA,NONA201309111330843000,CA,,,,,,,,,,,11/18/2013
79c942acd303acf4dabaad52df578dd3,active,,12.300,NO SAI  N000142947,"Research, Development, Test and Evaluation, Navy","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),9700: DEPT OF DEFENSE,N000141210756,0004,20000.00,.00,420000.00,06/05/2013,06/05/2013,05/31/2015,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,USA,947045940,,Basic and Applied Scientific Research,DEPT OF DEFENSE,Large-Scale Machine Learning for High-Accuracy Perception,124726725,,17,1319,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,,9700: DEPT OF DEFENSE,NON,USA,2013N000142947,CA,,,,,,,,,,,06/19/2013
4c9cc104409d9a9cc78c952e011d0750,active,,93.839,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01HL079585,000,341921.00,.00,341921.00,04/30/2013,09/30/2004,04/30/2018,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947203202,13,Blood Diseases and Resources Research,NATIONAL INSTITUTES OF HEALTH,Biogenesis and Regulation of Human Telomerase,124726725,,75,0872,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-130-R01HL079585-000-8-2013-93839-75-0872-NON,CA,,,,,,,,,,,08/05/2014
cf9199efd16052f07fb3596ff123c404,active,,93.859,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01GM104979,000,163443.00,.00,163443.00,04/29/2013,07/01/2012,04/30/2015,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,,Biomedical Research and Research Training,NATIONAL INSTITUTES OF HEALTH,Mathematical models of membrane biophysics and microbial locomotion,124726725,,75,0851,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-127-R01GM104979-000-2-2013-93859-75-0851-NON,CA,,,,,,,,,,,06/20/2014
9b9a419a5e21d69823d1609c407d9030,active,,12.300,NO SAI  N000142060,"Research, Development, Test and Evaluation, Navy","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,A: New assistance action,9700: DEPT OF DEFENSE,N000141310341,,500000.00,.00,4500000.00,03/05/2013,03/05/2013,05/31/2015,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,USA,947045940,,Basic and Applied Scientific Research,DEPT OF DEFENSE,MURI Embedded Humans: Provably Correct Decision Making for Networks of Humans and Unmanned Systems,124726725,,17,1319,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,,9700: DEPT OF DEFENSE,NON,USA,2013N000142060,CA,,,,,,,,,,,04/23/2013
7b3018d6862a2e185d02dedf4152cb9b,active,,93.113,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01ES020360,003,75533.00,.00,75533.00,04/26/2013,08/25/2011,03/31/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,9,Environmental Health,NATIONAL INSTITUTES OF HEALTH,IRS insecticides for malaria control and child neurodevelopment in South Africa,124726725,,75,0862,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-123-R01ES020360-003-3-2013-93113-75-0862-NON,CA,,,,,,,,,,,05/05/2014
0d6771b367d5ae701c1257c8b39b7211,active,,47.049,SAI EXEMPT,Research and Related Activities,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,Berkeley,001,Alameda,947045940,06: State controlled institution of higher education,A: New assistance action,4900: NATIONAL SCIENCE FOUNDATION,1306729,000,117761.00,.00,.00,04/11/2013,04/15/2013,03/31/2016,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,USA,947201792,CA13,Mathematical and Physical Sciences,NATIONAL SCIENCE FOUNDATION,Collaborative Research: ADMX-HF Early Start,124726725,,49,0100,,Sponsored Projects Office,"2150 Shattuck Avenue, Room 313",,.00,.00,2013,CA,h: Higher Education,g,CA13,4900: NATIONAL SCIENCE FOUNDATION,NON,USA,NONA201304111306729000,CA,,,,,,,,,,,05/09/2013
f2002f8ee04357202c9b0d977dcc9352,active,,47.075,SAI EXEMPT,Research and Related Activities,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,Berkeley,001,Alameda,947045940,06: State controlled institution of higher education,A: New assistance action,4900: NATIONAL SCIENCE FOUNDATION,1340164,000,19175.00,.00,.00,07/17/2013,08/01/2013,09/30/2014,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,USA,947045940,CA13,"Social, Behavioral, and Economic Sciences",NATIONAL SCIENCE FOUNDATION,Doctoral Dissertation Improvement Grant: Social Identity and Inequality: A Multi-Generational Case Study of the African Diaspora,124726725,,49,0100,,Sponsored Projects Office,"2150 Shattuck Avenue, Room 313",,.00,.00,2013,CA,h: Higher Education,g,CA13,4900: NATIONAL SCIENCE FOUNDATION,NON,USA,NONA201307171340164000,CA,,,,,,,,,,,08/22/2013
e10dbe57d9a4c7f372e97c6d9cf4ccc8,active,,43.001,SAI EXEMPT,Science,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNX12AG71G,1,60000.00,.00,.00,10/29/2012,10/29/2012,05/31/2015,04: Project grant,2: Individual action,: Current record,,0606000,CA,Berkeley,USA,947045940,09,Science,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"THE PURPOSE OF LARGE SCALE STRUCTURE SURVEYS IS TO STUDY THE NATURE OF THE DARK MATTER, DARK ENERGY AND OTHER COMPONENTS IN THE UNIVERSE AND TO ELUCI",1247267250000,,80,0120,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,CA09,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NON,USA,,CA,,,,,,,,,,,11/20/2012
7fec50007121a984b75d3e885e386681,active,,15.808,SAI EXEMPT,"Surveys, Investigations, and Research","REGENTS OF THE UNIVERSITY OF CALIFO RNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),1434: GEOLOGICAL SURVEY,G12AC20348,0001,166000.00,.00,166000.00,07/15/2013,08/01/2012,07/31/2013,05: Cooperative agreement,2: Individual action,L: Current record--unused code retained for backwards compatibility.,20134,0606000,CALIFORNIA,BERKELEY,,94704,09,U.S. Geological Survey_ Research and Data Collection,GEOLOGICAL SURVEY,"PROTOTYPE IMPLEMENTATION AND DEVELOMENT OF THE NEW CISN SHAKEALERT:  COLLABORATIVE RESEARCH WITH CALIFORNIA INSTITUTE OF TECHNOLOGY, UNIVERSITY OF C",124726725,,14,0804,,SPONSORED PROJECTS OFFICE,,,.00,.00,2013,CA,h: Higher Education,g,9,"1400: INTERIOR, DEPARTMENT OF THE",NON,,,CA,,,,,,,,,,,01/29/2014
95de5dcbb5a7c97871e224257e2a8731,active,,93.853,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01NS074917,001,21274.00,.00,21274.00,05/20/2013,05/01/2012,01/31/2017,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,13,Extramural Research Programs in the Neurosciences and Neurological Disorders,NATIONAL INSTITUTES OF HEALTH,Neural Mechanisms Underlying Hand Choice for Unimanual Action,124726725,,75,0886,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-137-R01NS074917-001-2-2013-93853-75-0886-NON,CA,,,,,,,,,,,03/05/2014
c3382585fc7c98aca6836f1efee28b08,active,,93.113,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R21ES021819,001,2343.00,.00,2343.00,02/14/2014,08/08/2012,07/31/2015,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,20134,,CALIFORNIA,Berkeley,USA,947047392,13,Environmental Health,NATIONAL INSTITUTES OF HEALTH,Pilot Study of Childhood Leukemia in Guatemala,124726725,,75,0862,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-123-R21ES021819-001-2-2013-93113-75-0862-NON,CA,,,,,,,,,,,06/05/2014
3c7b8c80fd9c1bdf8a668729c3cdff10,active,,47.075,SAI EXEMPT,Research and Related Activities,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,Berkeley,001,Alameda,947045940,06: State controlled institution of higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)",4900: NATIONAL SCIENCE FOUNDATION,0748327,000,-79907.00,.00,.00,10/01/2012,04/15/2008,11/30/2012,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,USA,947045940,CA09,"Social, Behavioral, and Economic Sciences",NATIONAL SCIENCE FOUNDATION,CAREER: Operations Management with Strategic Consumer Behavior,124726725,,49,0100,,Sponsored Projects Office,"2150 Shattuck Avenue, Room 313",,.00,.00,2013,CA,h: Higher Education,g,CA09,4900: NATIONAL SCIENCE FOUNDATION,NON,USA,NONC201210010748327000,CA,,,,,,,,,,,11/05/2012
2d2e92236f4e56a75d834028eef9c6c7,active,,11.609,EXE,Scientific and Technical Research and Services,The Regents of the University of California,06000,Berkeley,001,Alameda,947045940,06: State controlled institution of higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)",1341: NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,60NANB10D262,1,-5450.00,.00,-5450.00,10/23/2012,10/01/2010,09/30/2011,04: Project grant,2: Individual action,: Current record,,0606000,California,Alameda,USA,947045940,CA09,Measurement and Engineering Research and Standards,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,Post-Quantum Cryptography,124726725,,13,0500,,2150 Shattuck Avenue,Suite 313,,.00,.00,2013,CA,h: Higher Education,g,CA09,"1300: COMMERCE, DEPARTMENT OF",NON,USA,,CA,,,,,,,,,,,11/05/2012
4428c5e4e3194178bfd024405f217d5c,active,,45.312,SAI EXEMPT,Office of Museum and Library Services: Grants and Administration,Regents of the University of California,06000,Berkeley,001,Alameda,947045940,25: All other,A: New assistance action,5950: THE INSTITUE OF MUSEUM AND LIBRARY SERVICES,LG-47-13-0101-13,,94884.00,34146.00,129030.00,11/01/2012,01/01/2013,06/30/2014,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,,947045940,CA09,National Leadership Grants,THE INSTITUE OF MUSEUM AND LIBRARY SERVICES,National Leadership Grants,124726725,,59,0301,,2150 Shattuck Avenue,Suite 313,,.00,.00,2013,CA,o: Other,g,CA09,5900: NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,NON,,,CA,,,,,,,,,,,12/04/2012
6d6ec060d70152f07564bb77b4846e4f,active,,93.855,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01AI077703,001,14940.00,.00,14940.00,08/16/2013,04/01/2008,12/31/2017,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947203220,9,"Allergy, Immunology and Transplantation Research",NATIONAL INSTITUTES OF HEALTH,Physical Principles of Bacterial Toxin Translocation across Membranes,124726725,,75,0885,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-104-R01AI077703-001-5-2013-93855-75-0885-NON,CA,,,,,,,,,,,03/05/2014
9dd965264b3fa708a122ee06f347bf2f,active,,93.989,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R25TW009338,009,43200.00,.00,43200.00,09/24/2013,04/04/2012,07/31/2017,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947045940,9,International Research and Research Training,NATIONAL INSTITUTES OF HEALTH,Global Health Fellows and Scholars Research Training,124726725,,75,0862,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-148-R25TW009338-009-2-2013-93989-75-0862-NON,CA,,,,,,,,,,,03/05/2014
b41d8caf76624bd89faa9368340d2faf,active,,81.112,SAI EXEMPT,Weapons Activities,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",DENA0002198,A000,91005.00,.00,91005.00,09/27/2013,09/27/2013,09/26/2015,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,20134,0606000,CALIFORNIA,BERKELEY,,947010001,CA09,Stewardship Science Grant Program,"ENERGY, DEPARTMENT OF","UNIVERSITY OF CALIFORNIA, BERKELEY - JOURNEY TO THE CENTER OF JUPITER, RECREATING JUPITER'S CORE ON OMEGA",1247267250000,,89,0240,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,CA09,"8900: ENERGY, DEPARTMENT OF",NON,,,CA,,,,,,,,,,,06/24/2014
